AF-A0A063CBJ7-F1	AF-A0A063CBJ7-F1
AF-A0A0A2ILW0-F1	AF-A0A0A2ILW0-F1
AF-A0A0A2JB06-F1	AF-A0A0A2JB06-F1
AF-A0A0A2JVC2-F1	AF-A0A0A2JVC2-F1
AF-A0A0A2JY92-F1	AF-A0A0A2JY92-F1
AF-A0A0D1C8C8-F1	AF-A0A0D1C8C8-F1
AF-A0A0D1DPX0-F1	AF-A0A0D1DPX0-F1
AF-A0A0D1DWQ2-F1	AF-A0A0D1DWQ2-F1
AF-A0A0D1E951-F1	AF-A0A0D1E951-F1
AF-A0A0D1EAR7-F1	AF-A0A0D1EAR7-F1
AF-A0A0M5K865-F1	AF-A0A0M5K865-F1
AF-A0A1D9QD76-F1	AF-A0A1D9QD76-F1
AF-A0A411NN20-F1	AF-A0A411NN20-F1
AF-A4QVZ8-F1	AF-A4QVZ8-F1
AF-A9JX75-F1	AF-A9JX75-F1
AF-B1NNT7-F1	AF-B1NNT7-F1
AF-D0N607-F1	AF-D0N607-F1
AF-D0NBV3-F1	AF-D0NBV3-F1
AF-D0NBV3-F1	AF-D0NBV1-F1
AF-D0NPN8-F1	AF-D0NPN8-F1
AF-D0NTY1-F1	AF-D0NTY1-F1
AF-D0NVB5-F1	AF-D0NVB5-F1
AF-D0NVB5-F1	ESMF-D0N8M8
AF-D0NXM3-F1	AF-D0NXM3-F1
AF-D0P1A8-F1	AF-D0P1A8-F1
AF-D0P1B2-F1	AF-D0P1B2-F1
AF-D0P3S7-F1	AF-D0P3S7-F1
AF-E0W4Y2-F1	AF-E0W4Y2-F1
AF-E0W544-F1	AF-E0W544-F1
AF-E0W547-F1	AF-E0W547-F1
AF-E3QKL1-F1	AF-E3QKL1-F1
AF-F4RBY2-F1	AF-F4RBY2-F1
AF-F9XHX3-F1	AF-F9XHX3-F1
AF-F9XHX3-F1	AF-P9WEM2-F1
AF-F9XMT4-F1	AF-F9XMT4-F1
AF-G2WSX9-F1	AF-G2WSX9-F1
AF-G2X444-F1	AF-G2X444-F1
AF-G2X4G0-F1	AF-G2X4G0-F1
AF-G2X4G0-F1	ESMF-G5A0G9
AF-G2X4G0-F1	AF-G4ZHR2-F1
AF-G2X4U8-F1	AF-G2X4U8-F1
AF-G2XA95-F1	AF-G2XA95-F1
AF-G2XDH0-F1	AF-G2XDH0-F1
AF-G4MRT1-F1	AF-G4MRT1-F1
AF-G4N906-F1	AF-G4N906-F1
AF-G4YRX5-F1	AF-G4YRX5-F1
AF-G4YRX5-F1	ESMF-G1K3N3
AF-G4ZLE6-F1	AF-G4ZLE6-F1
AF-G4ZRQ7-F1	AF-G4ZRQ7-F1
AF-G4ZSG0-F1	AF-G4ZSG0-F1
AF-G5ADB3-F1	AF-G5ADB3-F1
AF-G5ADB3-F1	AF-D0NRS4-F1
AF-G5EHQ6-F1	AF-G5EHQ6-F1
AF-G5EI71-F1	AF-G5EI71-F1
AF-H1UVH3-F1	AF-H1UVH3-F1
AF-H7CE70-F1	AF-H7CE70-F1
AF-H7CE70-F1	AF-G5EI17-F1
AF-J4URT3-F1	AF-J4URT3-F1
AF-J5J7Y8-F1	AF-J5J7Y8-F1
AF-J9VQE5-F1	AF-J9VQE5-F1
AF-L7NCS1-F1	AF-L7NCS1-F1
AF-L7NCS1-F1	AF-A0A2R2Z561-F1
AF-L7NCS1-F1	AF-A0A2R2Z564-F1
AF-L7NCS1-F1	AF-A0A2R2Z575-F1
AF-L7NCS1-F1	AF-L7NCR0-F1
AF-L7NCS1-F1	AF-Q9AT28-F1
AF-L7NCS1-F1	ESMF-Q9AXL8
AF-L7NCS1-F1	AF-A0A2R2Z552-F1
AF-L7NCS1-F1	AF-A0A2R2Z570-F1
AF-L7NCS1-F1	AF-A0A2R2Z560-F1
AF-L7NCS1-F1	AF-A0A2R2Z572-F1
AF-L7NCS1-F1	AF-A0A2R2Z574-F1
AF-L7NCS1-F1	ESMF-Q9SPD4
AF-M4B6G6-F1	AF-M4B6G6-F1
AF-M4B6G6-F1	ESMF-Q4VKJ1
AF-M4B6G6-F1	ESMF-B2C6F8
AF-M4B6G6-F1	ESMF-B2C6F3
AF-M4B6G6-F1	ESMF-G3C9N8
AF-M4B6G6-F1	ESMF-W2PVL9
AF-M4B6G6-F1	ESMF-G1FQZ9
AF-M4B6G6-F1	ESMF-G3C9L1
AF-M4C367-F1	AF-M4C367-F1
AF-M4C699-F1	AF-M4C699-F1
AF-P0CU91-F1	AF-P0CU91-F1
AF-P22287-F1	AF-P22287-F1
AF-Q2KEJ2-F1	AF-Q2KEJ2-F1
AF-Q5G7K8-F1	AF-Q5G7K8-F1
AF-Q5G7K8-F1	ESMF-Q5G7L3
AF-Q6PQG3-F1	AF-Q6PQG3-F1
AF-Q6PQH2-F1	AF-Q6PQH2-F1
AF-Q8H6Z6-F1	AF-Q8H6Z6-F1
AF-Q8H6Z6-F1	AF-Q8H6Z4-F1
ESMF-A0A063BYC9	ESMF-A0A063BYC9
ESMF-A0A0A2I2M6	ESMF-A0A0A2I2M6
ESMF-A0A0A2I2M6	AF-A0A384J6C4-F1
ESMF-A0A0A2JJP9	ESMF-A0A0A2JJP9
